GEOID,GEOCODE,STATE,CD116,SDELM,SDSEC,SDUNI,AREALAND,AREAWATR,BASENAME,NAME,POP100
5701600US550100052,550100052,55,1,52,,,26299929,2369563,Trevor-Wilmot Consolidated School District,Trevor-Wilmot Consolidated School District,3859
5701600US550101650,550101650,55,1,1650,,,86854456,505856,Brighton No. 1 School District,Brighton No. 1 School District,1291
5701600US550101710,550101710,55,1,1710,,,86970017,627167,Bristol No. 1 School District,Bristol No. 1 School District,5963
5701600US550103750,550103750,55,1,3750,,,28712859,57787,Dover No. 1 School District,Dover No. 1 School District,1943
5701600US550104720,550104720,55,1,4720,,,28043557,998410,Fontana Joint No. 8 School District,Fontana Joint No. 8 School District,3962
5701600US550105100,550105100,55,1,5100,,,10571483,0,Geneva Joint No. 4 School District,Geneva Joint No. 4 School District,1105
5701600US550105130,550105130,55,1,5130,,,46535679,898563,Genoa City Joint No. 2 School District,Genoa City Joint No. 2 School District,5068
5701600US550107620,550107620,55,1,7620,,,136227056,1679737,Lake Geneva Joint No. 1 School District,Lake Geneva Joint No. 1 School District,18339
5701600US550108040,550108040,55,1,8040,,,36472524,39134,Linn Joint No. 4 School District,Linn Joint No. 4 School District,1003
5701600US550108070,550108070,55,1,8070,,,41137157,2397,Linn Joint No. 6 School District,Linn Joint No. 6 School District,1295
5701600US550110800,550110800,55,1,10800,,,21058068,32878,Norway Joint No. 7 School District,Norway Joint No. 7 School District,839
5701600US550111400,550111400,55,1,11400,,,92980403,6123,Paris Joint No. 1 School District,Paris Joint No. 1 School District,1668
5701600US550112390,550112390,55,1,12390,,,42881698,1697455,Randall Joint No. 1 School District,Randall Joint No. 1 School District,5683
5701600US550112480,550112480,55,1,12480,,,80655156,340856,Raymond No. 14 School District,Raymond No. 14 School District,3389
5701600US550112510,550112510,55,1,12510,,,53146842,153504,North Cape School District,North Cape School District,1918
5701600US550113350,550113350,55,1,13350,,,44379686,2570882,Salem School District,Salem School District,9482
5701600US550113560,550113560,55,1,13560,,,51136895,0,Sharon Joint No. 11 School District,Sharon Joint No. 11 School District,1975
5701600US550113860,550113860,55,1,13860,,,10239310,2920956,Silver Lake Joint No. 1 School District,Silver Lake Joint No. 1 School District,4000
5701600US550115090,550115090,55,1,15090,,,6755705,4064458,Twin Lakes No. 4 School District,Twin Lakes No. 4 School District,3708
5701600US550115180,550115180,55,1,15180,,,25277969,33319,Union Grove Joint No. 1 School District,Union Grove Joint No. 1 School District,5269
5701600US550115450,550115450,55,1,15450,,,69894569,146130,Walworth Joint No. 1 School District,Walworth Joint No. 1 School District,3850
5701600US550115660,550115660,55,1,15660,,,120608186,5364001,Waterford Joint No. 1 School District,Waterford Joint No. 1 School District,14230
5701600US550115700,550115700,55,1,15700,,,22214322,1064357,Washington-Caldwell School District,Washington-Caldwell School District,1934
5701600US550116560,550116560,55,1,16560,,,80354299,1282272,Wheatland Joint No. 1 School District,Wheatland Joint No. 1 School District,4168
5701600US550117220,550117220,55,1,17220,,,76907328,276224,Yorkville Joint No. 2 School District,Yorkville Joint No. 2 School District,2963
5701600US550199999,550199999,55,1,99999,,,3149153740,2496613447,1,Remainder of Congressional District 1,618548
5701600US550299999,550299999,55,2,99999,,,11750545987,188998048,2,Congressional District 2,789393
5701600US550399999,550399999,55,3,99999,,,28794049224,815067592,3,Congressional District 3,733584
5701600US550404770,550404770,55,4,4770,,,213398,0,Maple Dale-Indian Hill School District,Maple Dale-Indian Hill School District (part),182
5701600US550404800,550404800,55,4,4800,,,13235377,0,Fox Point Joint No. 2 School District,Fox Point Joint No. 2 School District (part),11222
5701600US550405460,550405460,55,4,5460,,,14716640,519005,Glendale-River Hills School District,Glendale-River Hills School District,13175
5701600US550499999,550499999,55,4,99999,,,304448258,2454035515,4,Remainder of Congressional District 4,670816
5701600US550500013,550500013,55,5,13,,,22445796,3797501,Lake Country School District,Lake Country School District,4401
5701600US550500075,550500075,55,5,75,,,209386387,1594825,Herman-Neosho-Rubicon School District,Herman-Neosho-Rubicon School District (part),4772
5701600US550500080,550500080,55,5,80,,,64493373,1034488,Holy Hill Area School District,Holy Hill Area School District,6926
5701600US550504410,550504410,55,5,4410,,,59503107,861745,Erin School District,Erin School District,2519
5701600US550506090,550506090,55,5,6090,,,129495908,2231178,Hartford Joint No. 1 School District,Hartford Joint No. 1 School District,19001
5701600US550506140,550506140,55,5,6140,,,21892496,1821977,Hartland-Lakeside Joint No. 3 School District,Hartland-Lakeside Joint No. 3 School District,11740
5701600US550508130,550508130,55,5,8130,,,17132053,63562,Richmond School District,Richmond School District,2986
5701600US550509240,550509240,55,5,9240,,,12279269,2572423,Swallow School District,Swallow School District,3198
5701600US550509300,550509300,55,5,9300,,,31435734,1310267,North Lake School District,North Lake School District,2702
5701600US550509360,550509360,55,5,9360,,,32755748,1433247,Merton Community School District,Merton Community School District,6776
5701600US550509390,550509390,55,5,9390,,,22854173,3358923,Stone Bank School District,Stone Bank School District,2710
5701600US550599999,550599999,55,5,99999,,,4274003793,145350369,5,Remainder of Congressional District 5,667840
5701600US550600075,550600075,55,6,75,,,627920,0,Herman-Neosho-Rubicon School District,Herman-Neosho-Rubicon School District (part),0
5701600US550604770,550604770,55,6,4770,,,13352910,452589,Maple Dale-Indian Hill School District,Maple Dale-Indian Hill School District (part),1602
5701600US550604800,550604800,55,6,4800,,,127509,0,Fox Point Joint No. 2 School District,Fox Point Joint No. 2 School District (part),90
5701600US550699999,550699999,55,6,99999,,,12726704516,7315372118,6,Remainder of Congressional District 6,726082
5701600US550701530,550701530,55,7,1530,,,557816056,132417188,North Lakeland School District,North Lakeland School District,3044
5701600US550704620,550704620,55,7,4620,,,256708439,73941941,Lac du Flambeau No. 1 School District,Lac du Flambeau No. 1 School District,3552
5701600US550709690,550709690,55,7,9690,,,554825199,73914356,Minocqua Joint No. 1 School District,Minocqua Joint No. 1 School District,7516
5701600US550717160,550717160,55,7,17160,,,231954778,43853722,Woodruff Joint No. 1 School District,Woodruff Joint No. 1 School District,5447
5701600US550799999,550799999,55,7,99999,,,58070184187,7375196740,7,Remainder of Congressional District 7,713023
5701600US550899999,550899999,55,8,99999,,,17629589556,8180776855,8,Congressional District 8,751967
5711600US550107650,550107650,55,1,,7650,,229806742,2617434,Lake Geneva-Genoa City Union High School District,Lake Geneva-Genoa City Union High School District,25515
5711600US550113290,550113290,55,1,,13290,,359623093,4320361,Westosha Central High School District,Westosha Central High School District,20801
5711600US550115150,550115150,55,1,,15150,,216412853,708186,Union Grove Union High School District,Union Grove Union High School District,13616
5711600US550115480,550115480,55,1,,15480,,190212178,1146937,Big Foot Union High School District,Big Foot Union High School District,11082
5711600US550115600,550115600,55,1,,15600,,217027418,6614740,Waterford Union High School District,Waterford Union High School District,18921
5711600US550116770,550116770,55,1,,16770,,113232869,11724371,Wilmot Union High School District,Wilmot Union High School District,18969
5711600US550199999,550199999,55,1,,99999,,3149153740,2496613447,1,Remainder of Congressional District 1,618548
5711600US550299999,550299999,55,2,,99999,,11750545987,188998048,2,Congressional District 2,789393
5711600US550399999,550399999,55,3,,99999,,28794049224,815067592,3,Congressional District 3,733584
5711600US550405490,550405490,55,4,,5490,,28165415,519005,Nicolet Union High School District,Nicolet Union High School District (part),24579
5711600US550499999,550499999,55,4,,99999,,304448258,2454035515,4,Remainder of Congressional District 4,670816
5711600US550506120,550506120,55,5,,6120,,462878775,5722236,Hartford Union High School District,Hartford Union High School District (part),33218
5711600US550506180,550506180,55,5,,6180,,160795269,14357900,Arrowhead Union High School District,Arrowhead Union High School District,34513
5711600US550599999,550599999,55,5,,99999,,4274003793,145350369,5,Remainder of Congressional District 5,667840
5711600US550605490,550605490,55,6,,5490,,13480419,452589,Nicolet Union High School District,Nicolet Union High School District (part),1692
5711600US550606120,550606120,55,6,,6120,,627920,0,Hartford Union High School District,Hartford Union High School District (part),0
5711600US550699999,550699999,55,6,,99999,,12726704516,7315372118,6,Remainder of Congressional District 6,726082
5711600US550709630,550709630,55,7,,9630,,1601304472,324127207,Lakeland Union High School District,Lakeland Union High School District,19559
5711600US550799999,550799999,55,7,,99999,,58070184187,7375196740,7,Remainder of Congressional District 7,713023
5711600US550899999,550899999,55,8,,99999,,17629589556,8180776855,8,Congressional District 8,751967
5721600US550101080,550101080,55,1,,,1080,884347,0,Beloit Turner School District,Beloit Turner School District (part),0
5721600US550101890,550101890,55,1,,,1890,252855275,6699387,Burlington Area School District,Burlington Area School District,23654
5721600US550102640,550102640,55,1,,,2640,278195622,666344,Clinton Community School District,Clinton Community School District (part),5697
5721600US550103510,550103510,55,1,,,3510,137282749,4082937,Kettle Moraine School District,Kettle Moraine School District (part),12459
5721600US550103640,550103640,55,1,,,3640,248402651,8205021,Delavan-Darien School District,Delavan-Darien School District,16726
5721600US550104020,550104020,55,1,,,4020,231650221,6576390,East Troy Community School District,East Troy Community School District,12242
5721600US550104290,550104290,55,1,,,4290,220142196,4801962,Elkhorn Area School District,Elkhorn Area School District,17950
5721600US550104740,550104740,55,1,,,4740,2980966,65422,Fort Atkinson School District,Fort Atkinson School District (part),36
5721600US550104830,550104830,55,1,,,4830,74610981,271953,Franklin Public School District,Franklin Public School District,29736
5721600US550105910,550105910,55,1,,,5910,14414516,22101,Greendale School District,Greendale School District,14854
5721600US550106000,550106000,55,1,,,6000,10641959,15882,Whitnall School District,Whitnall School District (part),9938
5721600US550107020,550107020,55,1,,,7020,124704720,1780652,Janesville School District,Janesville School District (part),59946
5721600US550107320,550107320,55,1,,,7320,221415732,1181448,Kenosha School District,Kenosha School District,129286
5721600US550109570,550109570,55,1,,,9570,202035210,739326,Milton School District,Milton School District (part),15726
5721600US550110060,550110060,55,1,,,10060,215182759,8669485,Mukwonago School District,Mukwonago School District,29665
5721600US550110170,550110170,55,1,,,10170,94794371,15927508,Muskego-Norway School District,Muskego-Norway School District (part),29874
5721600US550110470,550110470,55,1,,,10470,17708411,163516,New Berlin School District,New Berlin School District (part),6830
5721600US550110710,550110710,55,1,,,10710,3191700,240579,Norris School District,Norris School District,63
5721600US550110830,550110830,55,1,,,10830,86240439,0,Oak Creek-Franklin School District,Oak Creek-Franklin School District,41359
5721600US550110890,550110890,55,1,,,10890,640161,15890,Oconomowoc Area School District,Oconomowoc Area School District (part),0
5721600US550111350,550111350,55,1,,,11350,79221902,942047,Palmyra-Eagle Area School District,Palmyra-Eagle Area School District (part),3832
5721600US550112360,550112360,55,1,,,12360,259542671,1705905,Racine School District,Racine School District,140198
5721600US550115780,550115780,55,1,,,15780,79190910,1120921,Waukesha School District,Waukesha School District (part),9721
5721600US550116680,550116680,55,1,,,16680,270483003,5552868,Whitewater School District,Whitewater School District (part),4751
5721600US550116740,550116740,55,1,,,16740,22703285,0,Williams Bay School District,Williams Bay School District,4003
5721600US550199997,550199997,55,1,,,99997,36983,2427165903,School District Not Defined,School District Not Defined (part),2
5721600US550199999,550199999,55,1,,,99999,1326315153,27132029,1,Remainder of Congressional District 1,108904
5721600US550200120,550200120,55,2,,,120,183197723,328309,Albany School District,Albany School District,3146
5721600US550200450,550200450,55,2,,,450,214392704,178282,Argyle School District,Argyle School District,1847
5721600US550200810,550200810,55,2,,,810,399808854,9181589,Baraboo School District,Baraboo School District (part),21163
5721600US550200840,550200840,55,2,,,840,174946798,63154,Barneveld School District,Barneveld School District,2397
5721600US550200990,550200990,55,2,,,990,184176084,1091778,Belleville School District,Belleville School District,5586
5721600US550201020,550201020,55,2,,,1020,263438840,300026,Belmont Community School District,Belmont Community School District,2212
5721600US550201050,550201050,55,2,,,1050,40952034,862170,Beloit School District,Beloit School District,36135
5721600US550201080,550201080,55,2,,,1080,79761576,1850645,Beloit Turner School District,Beloit Turner School District (part),9187
5721600US550201110,550201110,55,2,,,1110,82479028,0,Benton School District,Benton School District (part),1493
5721600US550201230,550201230,55,2,,,1230,267454062,1836077,Wisconsin Heights School District,Wisconsin Heights School District,6270
5721600US550201310,550201310,55,2,,,1310,294958539,72991,Pecatonica Area School District,Pecatonica Area School District,2827
5721600US550201740,550201740,55,2,,,1740,261782870,1748847,Brodhead School District,Brodhead School District,6277
5721600US550202100,550202100,55,2,,,2100,96193278,873592,Cambridge School District,Cambridge School District (part),3059
5721600US550202640,550202640,55,2,,,2640,9804447,12278,Clinton Community School District,Clinton Community School District (part),145
5721600US550202820,550202820,55,2,,,2820,48283872,0,Columbus School District,Columbus School District (part),694
5721600US550203030,550203030,55,2,,,3030,59565053,0,Cuba City School District,Cuba City School District (part),672
5721600US550203150,550203150,55,2,,,3150,414372182,1873696,Darlington Community School District,Darlington Community School District,5069
5721600US550203180,550203180,55,2,,,3180,175537315,993100,DeForest Area School District,DeForest Area School District (part),24370
5721600US550203270,550203270,55,2,,,3270,104967950,393297,Deerfield Community School District,Deerfield Community School District,4442
5721600US550203690,550203690,55,2,,,3690,495014137,1001173,Dodgeville School District,Dodgeville School District,8386
5721600US550204110,550204110,55,2,,,4110,209679963,8598831,Edgerton School District,Edgerton School District (part),12443
5721600US550204440,550204440,55,2,,,4440,258111810,794631,Evansville Community School District,Evansville Community School District,9953
5721600US550204740,550204740,55,2,,,4740,0,871133,Fort Atkinson School District,Fort Atkinson School District (part),0
5721600US550205730,550205730,55,2,,,5730,345445690,171482,Black Hawk School District,Black Hawk School District,2513
5721600US550206300,550206300,55,2,,,6300,7222215,0,Southwestern Wisconsin School District,Southwestern Wisconsin School District (part),59
5721600US550206420,550206420,55,2,,,6420,153250278,558155,Highland School District,Highland School District (part),1515
5721600US550206480,550206480,55,2,,,6480,3930038,520,Hillsboro School District,Hillsboro School District (part),17
5721600US550206870,550206870,55,2,,,6870,244470226,302490,Iowa-Grant School District,Iowa-Grant School District (part),2336
5721600US550206960,550206960,55,2,,,6960,120525041,26115,Ithaca School District,Ithaca School District (part),1035
5721600US550207020,550207020,55,2,,,7020,92461004,1842374,Janesville School District,Janesville School District (part),3964
5721600US550207230,550207230,55,2,,,7230,140379962,18544,Juda School District,Juda School District,1281
5721600US550208190,550208190,55,2,,,8190,94630770,1065775,Lodi School District,Lodi School District (part),2051
5721600US550208520,550208520,55,2,,,8520,190331976,3625549,Madison Metropolitan School District,Madison Metropolitan School District,273769
5721600US550208790,550208790,55,2,,,8790,143960364,1482097,Marshall School District,Marshall School District,5751
5721600US550208910,550208910,55,2,,,8910,50463527,11991511,McFarland School District,McFarland School District,12603
5721600US550209510,550209510,55,2,,,9510,202426572,1202912,Middleton-Cross Plains School District,Middleton-Cross Plains School District,43581
5721600US550209570,550209570,55,2,,,9570,99138464,2325722,Milton School District,Milton School District (part),4266
5721600US550209660,550209660,55,2,,,9660,345854244,250893,Mineral Point School District,Mineral Point School District,4272
5721600US550209810,550209810,55,2,,,9810,64763008,342687,Monona Grove School District,Monona Grove School District,18817
5721600US550209840,550209840,55,2,,,9840,410752029,354779,Monroe School District,Monroe School District,15419
5721600US550209900,550209900,55,2,,,9900,166940144,41694,Monticello School District,Monticello School District,2548
5721600US550209990,550209990,55,2,,,9990,369860923,103862,Mount Horeb Area School District,Mount Horeb Area School District,13055
5721600US550210140,550210140,55,2,,,10140,122737353,4121255,Riverdale School District,Riverdale School District (part),978
5721600US550210500,550210500,55,2,,,10500,206884230,3104,New Glarus School District,New Glarus School District,4895
5721600US550211100,550211100,55,2,,,11100,220163627,1704540,Oregon School District,Oregon School District,23352
5721600US550211130,550211130,55,2,,,11130,325846769,637541,Parkview School District,Parkview School District,6035
5721600US550211850,550211850,55,2,,,11850,24621503,0,Platteville School District,Platteville School District (part),360
5721600US550212120,550212120,55,2,,,12120,1047342,0,Poynette School District,Poynette School District (part),6
5721600US550212660,550212660,55,2,,,12660,593206955,7610962,Reedsburg School District,Reedsburg School District (part),17691
5721600US550212960,550212960,55,2,,,12960,26728816,823355,Richland School District,Richland School District (part),852
5721600US550213410,550213410,55,2,,,13410,531760919,16314027,Sauk Prairie School District,Sauk Prairie School District (part),15054
5721600US550213830,550213830,55,2,,,13830,249775168,0,Shullsburg School District,Shullsburg School District,2036
5721600US550214250,550214250,55,2,,,14250,748627562,19914685,River Valley School District,River Valley School District,9449
5721600US550214550,550214550,55,2,,,14550,276731805,16022889,Stoughton Area School District,Stoughton Area School District,21239
5721600US550214640,550214640,55,2,,,14640,203063167,764133,Sun Prairie Area School District,Sun Prairie Area School District,50734
5721600US550215330,550215330,55,2,,,15330,139167750,676180,Verona Area School District,Verona Area School District,29298
5721600US550215720,550215720,55,2,,,15720,17254221,46061,Waterloo School District,Waterloo School District (part),123
5721600US550215810,550215810,55,2,,,15810,141857007,3541922,Waunakee Community School District,Waunakee Community School District,21946
5721600US550216470,550216470,55,2,,,16470,142945970,411323,Weston School District,Weston School District (part),1874
5721600US550217040,550217040,55,2,,,17040,96506663,4457086,Wisconsin Dells School District,Wisconsin Dells School District (part),5650
5721600US550217130,550217130,55,2,,,17130,115933566,1455854,Wonewoc-Union Center School District,Wonewoc-Union Center School District (part),1196
5721600US550299997,550299997,55,2,,,99997,0,51860371,School District Not Defined,School District Not Defined (part),0
5721600US550300016,550300016,55,3,,,16,461495559,325617,Blair-Taylor School District,Blair-Taylor School District,4345
5721600US550300017,550300017,55,3,,,17,544263766,21463871,River Ridge School District,River Ridge School District,3479
5721600US550300060,550300060,55,3,,,60,1186771312,79233997,Adams-Friendship Area School District,Adams-Friendship Area School District,13924
5721600US550300061,550300061,55,3,,,61,56460591,1008811,Chetek-Weyerhaeuser Area School District,Chetek-Weyerhaeuser Area School District (part),431
5721600US550300180,550300180,55,3,,,180,321484053,33011847,Alma School District,Alma School District,1508
5721600US550300210,550300210,55,3,,,210,79476939,204753,Alma Center School District,Alma Center School District (part),1530
5721600US550300240,550300240,55,3,,,240,274047947,1834166,Almond-Bancroft School District,Almond-Bancroft School District (part),2462
5721600US550300270,550300270,55,3,,,270,34738267,3560036,Altoona School District,Altoona School District,10401
5721600US550300330,550300330,55,3,,,330,254230982,4160934,Tomorrow River School District,Tomorrow River School District,5102
5721600US550300420,550300420,55,3,,,420,522901961,799656,Arcadia School District,Arcadia School District,6387
5721600US550300600,550300600,55,3,,,600,148194720,416864,Auburndale School District,Auburndale School District (part),1205
5721600US550300630,550300630,55,3,,,630,417812041,5052625,Augusta School District,Augusta School District,4721
5721600US550300780,550300780,55,3,,,780,238560383,3689,Bangor School District,Bangor School District,3957
5721600US550300870,550300870,55,3,,,870,36941130,4591,Barron Area School District,Barron Area School District (part),512
5721600US550301110,550301110,55,3,,,1110,900339,0,Benton School District,Benton School District (part),26
5721600US550301260,550301260,55,3,,,1260,1012463288,10276092,Black River Falls School District,Black River Falls School District (part),12417
5721600US550301350,550301350,55,3,,,1350,17706281,0,Bloomer School District,Bloomer School District (part),122
5721600US550301500,550301500,55,3,,,1500,447721275,7090119,Boscobel Area School District,Boscobel Area School District,5850
5721600US550301590,550301590,55,3,,,1590,412392528,2058178,Boyceville Community School District,Boyceville Community School District (part),4613
5721600US550302040,550302040,55,3,,,2040,249647639,857064,Cadott Community School District,Cadott Community School District (part),4198
5721600US550302340,550302340,55,3,,,2340,307625468,240376,Cashton School District,Cashton School District,4124
5721600US550302400,550302400,55,3,,,2400,242957273,19147140,Cassville School District,Cassville School District,1810
5721600US550302550,550302550,55,3,,,2550,273245094,15220329,Chippewa Falls Area School District,Chippewa Falls Area School District (part),29176
5721600US550302610,550302610,55,3,,,2610,2525346,3597,Clear Lake School District,Clear Lake School District (part),31
5721600US550302700,550302700,55,3,,,2700,408857444,46215295,Cochrane-Fountain City School District,Cochrane-Fountain City School District,4537
5721600US550302790,550302790,55,3,,,2790,457152880,4380896,Colfax School District,Colfax School District (part),4692
5721600US550303030,550303030,55,3,,,3030,145166808,258432,Cuba City School District,Cuba City School District (part),4254
5721600US550303240,550303240,55,3,,,3240,417289072,80362426,De Soto Area School District,De Soto Area School District,4450
5721600US550303840,550303840,55,3,,,3840,747288977,18838544,Durand School District,Durand School District,7339
5721600US550304050,550304050,55,3,,,4050,497545154,10069261,Eau Claire Area School District,Eau Claire Area School District,86199
5721600US550304200,550304200,55,3,,,4200,322669367,584351,Eleva-Strum School District,Eleva-Strum School District,3786
5721600US550304230,550304230,55,3,,,4230,221889916,2854465,Elk Mound Area School District,Elk Mound Area School District,5193
5721600US550304320,550304320,55,3,,,4320,558858995,36591659,Ellsworth Community School District,Ellsworth Community School District,11243
5721600US550304350,550304350,55,3,,,4350,245512349,651992,Elmwood School District,Elmwood School District,1989
5721600US550304380,550304380,55,3,,,4380,290797546,145231,Royall School District,Royall School District,3809
5721600US550304500,550304500,55,3,,,4500,273201408,1448083,Fall Creek School District,Fall Creek School District,4332
5721600US550304590,550304590,55,3,,,4590,381174084,0,Fennimore Community School District,Fennimore Community School District,5046
5721600US550304960,550304960,55,3,,,4960,464827046,21393362,Galesville-Ettrick-Trempealeau School District,Galesville-Ettrick-Trempealeau School District,9337
5721600US550304980,550304980,55,3,,,4980,390581008,220488,North Crawford School District,North Crawford School District,3128
5721600US550305370,550305370,55,3,,,5370,245432275,1708516,Gilmanton School District,Gilmanton School District,1077
5721600US550305520,550305520,55,3,,,5520,55026592,7455,Glenwood City School District,Glenwood City School District (part),583
5721600US550306300,550306300,55,3,,,6300,141723821,6214997,Southwestern Wisconsin School District,Southwestern Wisconsin School District (part),3890
5721600US550306420,550306420,55,3,,,6420,33539315,0,Highland School District,Highland School District (part),64
5721600US550306480,550306480,55,3,,,6480,362327401,303803,Hillsboro School District,Hillsboro School District (part),4434
5721600US550306540,550306540,55,3,,,6540,232524411,24271044,Holmen School District,Holmen School District,22332
5721600US550306810,550306810,55,3,,,6810,252079324,738087,Independence School District,Independence School District,2589
5721600US550306840,550306840,55,3,,,6840,20468323,588005,Iola-Scandinavia School District,Iola-Scandinavia School District (part),115
5721600US550306870,550306870,55,3,,,6870,179149473,41681,Iowa-Grant School District,Iowa-Grant School District (part),2001
5721600US550306960,550306960,55,3,,,6960,108136418,18163,Ithaca School District,Ithaca School District (part),639
5721600US550307530,550307530,55,3,,,7530,215096520,51700628,La Crosse School District,La Crosse School District,64366
5721600US550307560,550307560,55,3,,,7560,179115931,541514,La Farge School District,La Farge School District,1936
5721600US550307770,550307770,55,3,,,7770,372994263,28413,Lancaster Community School District,Lancaster Community School District,6358
5721600US550308850,550308850,55,3,,,8850,528564935,9906403,Mauston School District,Mauston School District,10052
5721600US550309000,550309000,55,3,,,9000,498606283,4693375,Melrose-Mindoro School District,Melrose-Mindoro School District,4577
5721600US550309090,550309090,55,3,,,9090,638099862,17146450,Menomonie Area School District,Menomonie Area School District (part),27999
5721600US550309780,550309780,55,3,,,9780,481520994,1304412,Mondovi School District,Mondovi School District,5811
5721600US550310140,550310140,55,3,,,10140,371228120,9624018,Riverdale School District,Riverdale School District (part),3836
5721600US550310380,550310380,55,3,,,10380,285331378,27193739,Nekoosa School District,Nekoosa School District (part),8705
5721600US550310560,550310560,55,3,,,10560,223647648,679535,New Lisbon School District,New Lisbon School District (part),4747
5721600US550310770,550310770,55,3,,,10770,402370266,439124,Norwalk-Ontario-Wilton School District,Norwalk-Ontario-Wilton School District,4369
5721600US550311010,550311010,55,3,,,11010,34618794,2029314,Onalaska School District,Onalaska School District,18137
5721600US550311220,550311220,55,3,,,11220,487883900,363412,Osseo-Fairchild School District,Osseo-Fairchild School District (part),5319
5721600US550311580,550311580,55,3,,,11580,203593044,35553777,Pepin Area School District,Pepin Area School District,1986
5721600US550311790,550311790,55,3,,,11790,21454667,0,Pittsville School District,Pittsville School District (part),46
5721600US550311820,550311820,55,3,,,11820,230302625,367862,Tri-County Area School District,Tri-County Area School District (part),852
5721600US550311850,550311850,55,3,,,11850,353842939,27874,Platteville School District,Platteville School District (part),15238
5721600US550311880,550311880,55,3,,,11880,212205371,665789,Plum City School District,Plum City School District,1745
5721600US550311970,550311970,55,3,,,11970,143745907,17721068,Port Edwards School District,Port Edwards School District,3716
5721600US550312090,550312090,55,3,,,12090,166510710,37768747,Potosi School District,Potosi School District,2171
5721600US550312150,550312150,55,3,,,12150,220095952,19128815,Prairie du Chien Area School District,Prairie du Chien Area School District,8061
5721600US550312180,550312180,55,3,,,12180,74757068,451786,Prairie Farm School District,Prairie Farm School District (part),385
5721600US550312240,550312240,55,3,,,12240,184033268,9659313,Prescott School District,Prescott School District,8215
5721600US550312540,550312540,55,3,,,12540,382256424,693661,Kickapoo Area School District,Kickapoo Area School District,3240
5721600US550312660,550312660,55,3,,,12660,21015697,0,Reedsburg School District,Reedsburg School District (part),59
5721600US550312960,550312960,55,3,,,12960,650511179,479138,Richland School District,Richland School District (part),9839
5721600US550313050,550313050,55,3,,,13050,200424224,618539,River Falls School District,River Falls School District (part),16310
